cidade,aids
500740 Rio Verde de Mato Grosso,34
500750 Rochedo,1
500769 São Gabriel do Oeste,33
500780 Selvíria,6
500770 Sete Quedas,9
500790 Sidrolândia,29
500793 Sonora,22
500795 Tacuru,16
500797 Taquarussu,1
500800 Terenos,12
500830 Três Lagoas,125
500840 Vicentina,3
510010 Acorizal,3
510020 Água Boa,14
510025 Alta Floresta,32
510030 Alto Araguaia,18
510040 Alto Garças,19
510050 Alto Paraguai,3
510060 Alto Taquari,6
510080 Apiacás,2
510100 Araguaiana,2
510120 Araguainha,1
510125 Araputanga,8
510130 Arenápolis,5
510140 Aripuanã,13
510160 Barão de Melgaço,5
510170 Barra do Bugres,24
510180 Barra do Garças,49
510185 Bom Jesus do Araguaia,1
510190 Brasnorte,6
510250 Cáceres,99
510260 Campinápolis,1
510263 Campo Novo do Parecis,31
510267 Campo Verde,52
510268 Campos de Júlio,4
510269 Canabrava do Norte,3
510270 Canarana,9
510279 Carlinda,1
510285 Castanheira,1
510300 Chapada dos Guimarães,11
510305 Cláudia,4
510310 Cocalinho,1
510320 Colíder,27
510325 Colniza,2
510330 Comodoro,13
510335 Confresa,20
510336 Conquista D'Oeste,1
510337 Cotriguaçu,1
510340 Cuiabá,957
510343 Curvelândia,2
510345 Denise,5
510350 Diamantino,26
510360 Dom Aquino,6
510370 Feliz Natal,5
510385 Gaúcha do Norte,5
510390 General Carneiro,3
510410 Guarantã do Norte,35
510420 Guiratinga,18
510450 Indiavaí,2
510454 Itanhangá,1
510455 Itaúba,4
510460 Itiquira,11
510480 Jaciara,51
510490 Jangada,2
510500 Jauru,2
510510 Juara,25
510515 Juína,37
510517 Juruena,3
510520 Juscimeira,8
510523 Lambari D'Oeste,2
510525 Lucas do Rio Verde,65
510530 Luciára,1
510558 Marcelândia,11
510560 Matupá,15
510562 Mirassol d'Oeste,21
510590 Nobres,27
510600 Nortelândia,3
510610 Nossa Senhora do Livramento,5
510615 Nova Bandeirantes,1
510620 Nova Brasilândia,3
510621 Nova Canaã do Norte,1
510880 Nova Guarita,4
510618 Nova Lacerda,2
510885 Nova Marilândia,1
510890 Nova Maringá,2
510895 Nova Monte Verde,3
510622 Nova Mutum,42
510623 Nova Olímpia,17
510619 Nova Santa Helena,1
510624 Nova Ubiratã,8
510625 Nova Xavantina,14
510626 Novo Mundo,3
510629 Paranaíta,2
510630 Paranatinga,34
510637 Pedra Preta,10
510642 Peixoto de Azevedo,38
510645 Planalto da Serra,2
510650 Poconé,26
510665 Pontal do Araguaia,5
510670 Ponte Branca,1
510675 Pontes e Lacerda,25
510677 Porto Alegre do Norte,7
510680 Porto dos Gaúchos,2
510682 Porto Esperidião,7
510685 Porto Estrela,2
510700 Poxoréo,28
510704 Primavera do Leste,91
510706 Querência,4
510718 Ribeirão Cascalheira,1
510720 Rio Branco,2
510760 Rondonópolis,653
510770 Rosário Oeste,16
510775 Salto do Céu,2
510724 Santa Carmem,1
510774 Santa Cruz do Xingu,3
510776 Santa Rita do Trivelato,1
510777 Santa Terezinha,1
510779 Santo Antônio do Leste,6
510780 Santo Antônio do Leverger,13
510785 São Félix do Araguaia,5
510730 São José do Rio Claro,8
510710 São José dos Quatro Marcos,8
510740 São Pedro da Cipa,3
510787 Sapezal,17
510790 Sinop,165
510792 Sorriso,126
510794 Tabaporã,3
510795 Tangará da Serra,77
510800 Tapurah,14
510805 Terra Nova do Norte,5
510810 Tesouro,3
510830 União do Sul,1
510835 Vale de São Domingos,2
510840 Várzea Grande,378
510850 Vera,3
510550 Vila Bela da Santíssima Trindade,6
510860 Vila Rica,10
520005 Abadia de Goiás,8
520010 Abadiânia,10
520013 Acreúna,15
520017 Água Fria de Goiás,2
520020 Água Limpa,1
520025 Águas Lindas de Goiás,65
520030 Alexânia,16
520050 Aloândia,1
520060 Alto Paraíso de Goiás,9
520080 Alvorada do Norte,5
520082 Amaralina,2
520090 Amorinópolis,1
520110 Anápolis,350
520120 Anhanguera,2
520130 Anicuns,11
520140 Aparecida de Goiânia,511
520150 Aporé,9
520160 Araçu,2
520170 Aragarças,18
520180 Aragoiânia,8
520215 Araguapaz,1
520235 Arenópolis,2
520250 Aruanã,3
520260 Aurilândia,1
520280 Avelinópolis,4
520310 Baliza,3
520320 Barro Alto,1
520330 Bela Vista de Goiás,21
520340 Bom Jardim de Goiás,5
520350 Bom Jesus de Goiás,14
520355 Bonfinópolis,4
520360 Brazabrantes,2
520380 Britânia,2
520390 Buriti Alegre,8
520410 Cachoeira Alta,7
520425 Cachoeira Dourada,6
520430 Caçu,7
520440 Caiapônia,9
520450 Caldas Novas,80
520455 Caldazinha,2
520460 Campestre de Goiás,2
520465 Campinaçu,1
520470 Campinorte,3
520485 Campo Limpo de Goiás,6
520490 Campos Belos,9
520495 Campos Verdes,2
520500 Carmo do Rio Verde,4
520505 Castelândia,2
520510 Catalão,58
520520 Caturaí,1
520530 Cavalcante,4
520540 Ceres,14
520545 Cezarina,5
520547 Chapadão do Céu,8
520549 Cidade Ocidental,43
520551 Cocalzinho de Goiás,8
520552 Colinas do Sul,3
520570 Córrego do Ouro,1
520580 Corumbá de Goiás,1
520590 Corumbaíba,2
520620 Cristalina,39
520640 Crixás,5
520650 Cromínia,2
520660 Cumari,1
520680 Damolândia,1
520830 Divinópolis de Goiás,1
520725 Doverlândia,2
520735 Edealina,4
520740 Edéia,4
520750 Estrela do Norte,1
520753 Faina,1
520780 Firminópolis,3
520790 Flores de Goiás,4
520800 Formosa,55
520810 Formoso,2
520815 Gameleira de Goiás,2
520840 Goianápolis,6
520850 Goiandira,3
520860 Goianésia,36
520870 Goiânia,1718
520880 Goianira,55
520890 Goiás,22
520910 Goiatuba,26
520920 Guapó,12
520929 Guaraíta,1
520960 Heitoraí,2
520970 Hidrolândia,20
520993 Inaciolândia,2
520995 Indiara,14
521000 Inhumas,43
521010 Ipameri,19
521015 Ipiranga de Goiás,1
521020 Iporá,17
521030 Israelândia,2
521040 Itaberaí,24
521056 Itaguari,2
521080 Itajá,8
521090 Itapaci,15
521100 Itapirapuã,2
521120 Itapuranga,11
521130 Itarumã,6
521140 Itauçu,3
521150 Itumbiara,126
521170 Jandaia,2
521180 Jaraguá,18
521190 Jataí,100
521200 Jaupaci,2
521210 Joviânia,2
521220 Jussara,14
521225 Lagoa Santa,2
521230 Leopoldo de Bulhões,6
521250 Luziânia,133
521260 Mairipotaba,1
521270 Mambaí,1
521280 Mara Rosa,5
521290 Marzagão,2
521295 Matrinchã,3
521300 Maurilândia,8
521308 Minaçu,8
521310 Mineiros,48
521340 Moiporá,1
521350 Monte Alegre de Goiás,4
521370 Montes Claros de Goiás,1
521375 Montividiu,5
521377 Montividiu do Norte,2
521380 Morrinhos,44
521390 Mossâmedes,1
521400 Mozarlândia,6
521405 Mundo Novo,2
521410 Mutunópolis,1
521440 Nazário,9
521450 Nerópolis,21
521460 Niquelândia,6
521483 Nova Crixás,5
521486 Nova Glória,1
521500 Nova Veneza,4
521520 Novo Brasil,2
521523 Novo Gama,56
521525 Novo Planalto,1
521530 Orizona,4
521540 Ouro Verde de Goiás,3
521550 Ouvidor,2
521560 Padre Bernardo,12
521565 Palestina de Goiás,1
521570 Palmeiras de Goiás,24
521590 Palminópolis,4
521600 Panamá,2
521630 Paranaiguara,4
521640 Paraúna,4
521645 Perolândia,2
521680 Petrolina de Goiás,3
521690 Pilar de Goiás,1
521710 Piracanjuba,20
521720 Piranhas,9
521730 Pirenópolis,10
521740 Pires do Rio,10
521760 Planaltina,39
521770 Pontalina,9
521800 Porangatu,21
521805 Porteirão,2
521810 Portelândia,2
521830 Posse,9
521839 Professor Jamil,3
521850 Quirinópolis,21
521860 Rialma,3
521870 Rianápolis,2
521878 Rio Quente,1
521880 Rio Verde,163
521890 Rubiataba,10
521900 Sanclerlândia,1
521910 Santa Bárbara de Goiás,4
521925 Santa Fé de Goiás,3
521930 Santa Helena de Goiás,20
521935 Santa Isabel,1
521940 Santa Rita do Araguaia,6
521970 Santa Terezinha de Goiás,6
521971 Santo Antônio da Barra,1
521973 Santo Antônio de Goiás,1
521975 Santo Antônio do Descoberto,38
521980 São Domingos,2
521990 São Francisco de Goiás,1
522000 São João d'Aliança,4
522010 São Luís de Montes Belos,24
522015 São Luíz do Norte,3
522020 São Miguel do Araguaia,9
522026 São Miguel do Passa Quatro,1
522028 São Patrício,1
522040 São Simão,21
522045 Senador Canedo,92
522050 Serranópolis,5
522060 Silvânia,8
522068 Simolândia,3
522108 Teresina de Goiás,1
522119 Terezópolis de Goiás,6
522130 Três Ranchos,3
522140 Trindade,113
522150 Turvânia,4
522155 Turvelândia,1
522160 Uruaçu,38
522170 Uruana,7
522180 Urutaí,2
522185 Valparaíso de Goiás,128
522190 Varjão,3
522200 Vianópolis,5
522205 Vicentinópolis,3
522220 Vila Boa,1
522230 Vila Propício,1
520720 Dois Irmãos (transf. p/TO),1
520000 Município ignorado - GO,5
530010 Brasília,2340
