"cidade","tuberculose"
"412450 Santo Inácio",8
"412460 São Carlos do Ivaí",11
"412470 São Jerônimo da Serra",15
"412480 São João",7
"412490 São João do Caiuá",11
"412500 São João do Ivaí",10
"412510 São João do Triunfo",4
"412520 São Jorge d'Oeste",8
"412530 São Jorge do Ivaí",3
"412535 São Jorge do Patrocínio",4
"412540 São José da Boa Vista",1
"412545 São José das Palmeiras",6
"412550 São José dos Pinhais",338
"412560 São Mateus do Sul",18
"412570 São Miguel do Iguaçu",29
"412575 São Pedro do Iguaçu",5
"412580 São Pedro do Ivaí",7
"412600 São Sebastião da Amoreira",10
"412610 São Tomé",4
"412620 Sapopema",3
"412625 Sarandi",135
"412627 Saudade do Iguaçu",3
"412630 Sengés",8
"412640 Sertaneja",3
"412650 Sertanópolis",16
"412660 Siqueira Campos",12
"412665 Sulina",1
"412667 Tamarana",8
"412670 Tamboara",3
"412680 Tapejara",12
"412690 Tapira",7
"412700 Teixeira Soares",3
"412710 Telêmaco Borba",92
"412720 Terra Boa",15
"412730 Terra Rica",13
"412740 Terra Roxa",7
"412750 Tibagi",9
"412760 Tijucas do Sul",11
"412770 Toledo",111
"412780 Tomazina",6
"412785 Três Barras do Paraná",12
"412788 Tunas do Paraná",4
"412790 Tuneiras do Oeste",5
"412795 Tupãssi",9
"412796 Turvo",4
"412800 Ubiratã",25
"412810 Umuarama",161
"412820 União da Vitória",67
"412840 Uraí",8
"412853 Ventania",6
"412855 Vera Cruz do Oeste",9
"412860 Verê",3
"412865 Virmond",5
"412870 Vitorino",7
"412850 Wenceslau Braz",19
"412880 Xambrê",2
"410000 Município ignorado - PR",1
"420005 Abdon Batista",1
"420010 Abelardo Luz",10
"420020 Agrolândia",1
"420040 Água Doce",3
"420050 Águas de Chapecó",2
"420055 Águas Frias",2
"420060 Águas Mornas",11
"420070 Alfredo Wagner",1
"420080 Anchieta",3
"420090 Angelina",3
"420100 Anita Garibaldi",3
"420110 Anitápolis",1
"420120 Antônio Carlos",2
"420125 Apiúna",7
"420127 Arabutã",2
"420130 Araquari",68
"420140 Araranguá",145
"420150 Armazém",12
"420160 Arroio Trinta",3
"420170 Ascurra",10
"420190 Aurora",2
"420195 Balneário Arroio do Silva",44
"420205 Balneário Barra do Sul",22
"420200 Balneário Camboriú",331
"420207 Balneário Gaivota",16
"421280 Balneário Piçarras",73
"422000 Balneário Rincão",50
"420210 Barra Velha",80
"420213 Bela Vista do Toldo",3
"420220 Benedito Novo",21
"420230 Biguaçu",209
"420240 Blumenau",573
"420243 Bocaina do Sul",1
"420250 Bom Jardim da Serra",1
"420253 Bom Jesus",2
"420260 Bom Retiro",4
"420245 Bombinhas",39
"420270 Botuverá",6
"420280 Braço do Norte",38
"420285 Braço do Trombudo",9
"420287 Brunópolis",2
"420290 Brusque",193
"420300 Caçador",44
"420310 Caibi",5
"420315 Calmon",1
"420320 Camboriú",253
"420330 Campo Alegre",6
"420340 Campo Belo do Sul",2
"420350 Campo Erê",1
"420360 Campos Novos",31
"420370 Canelinha",35
"420380 Canoinhas",50
"420390 Capinzal",8
"420395 Capivari de Baixo",24
"420400 Catanduvas",9
"420410 Caxambu do Sul",3
"420415 Celso Ramos",3
"420417 Cerro Negro",1
"420419 Chapadão do Lageado",1
"420420 Chapecó",146
"420425 Cocal do Sul",20
"420430 Concórdia",39
"420435 Cordilheira Alta",6
"420440 Coronel Freitas",5
"420445 Coronel Martins",3
"420455 Correia Pinto",8
"420450 Corupá",4
"420460 Criciúma",448
"420470 Cunha Porã",3
"420475 Cunhataí",1
"420480 Curitibanos",33
"420490 Descanso",6
"420500 Dionísio Cerqueira",5
"420510 Dona Emma",4
"420520 Erval Velho",2
"420530 Faxinal dos Guedes",2
"420535 Flor do Sertão",2
"420540 Florianópolis",1588
"420543 Formosa do Sul",1
"420545 Forquilhinha",22
"420550 Fraiburgo",24
"420555 Frei Rogério",1
"420560 Galvão",1
"420570 Garopaba",21
"420580 Garuva",21
"420590 Gaspar",157
"420600 Governador Celso Ramos",24
"420610 Grão Pará",12
"420620 Gravatal",12
"420630 Guabiruba",22
"420640 Guaraciaba",4
"420650 Guaramirim",33
"420660 Guarujá do Sul",2
"420665 Guatambú",2
"420670 Herval d'Oeste",32
"420690 Ibirama",20
"420700 Içara",67
"420710 Ilhota",23
"420720 Imaruí",13
"420730 Imbituba",79
"420740 Imbuia",1
"420750 Indaial",75
"420760 Ipira",2
"420765 Iporã do Oeste",3
"420768 Ipuaçu",4
"420770 Ipumirim",6
"420775 Iraceminha",2
"420780 Irani",3
"420785 Irati",2
"420800 Itá",4
"420810 Itaiópolis",5
"420820 Itajaí",859
"420830 Itapema",100
"420840 Itapiranga",1
"420845 Itapoá",46
"420850 Ituporanga",23
"420860 Jaborá",2
"420870 Jacinto Machado",11
"420880 Jaguaruna",24
"420890 Jaraguá do Sul",144
"420900 Joaçaba",23
"420910 Joinville",1196
"420915 José Boiteux",10
"420917 Jupiá",2
"420920 Lacerdópolis",1
"420930 Lages",170
"420940 Laguna",95
"420950 Laurentino",3
"420960 Lauro Muller",21
"420970 Lebon Régis",11
"420980 Leoberto Leal",1
"420985 Lindóia do Sul",2
"420990 Lontras",1
"421000 Luiz Alves",11
"421003 Luzerna",3
"421010 Mafra",30
"421020 Major Gercino",1
"421030 Major Vieira",4
"421040 Maracajá",7
"421050 Maravilha",12
"421060 Massaranduba",12
"421070 Matos Costa",1
"421080 Meleiro",7
"421085 Mirim Doce",1
"421090 Modelo",1
"421100 Mondaí",4
"421105 Monte Carlo",4
"421110 Monte Castelo",6
"421120 Morro da Fumaça",32
"421125 Morro Grande",1
"421130 Navegantes",281
"421140 Nova Erechim",5
"421150 Nova Trento",30
"421160 Nova Veneza",10
"421165 Novo Horizonte",2
"421170 Orleans",23
"421175 Otacílio Costa",12
"421180 Ouro",5
"421185 Ouro Verde",1
"421187 Paial",1
"421190 Palhoça",421
"421200 Palma Sola",1
"421205 Palmeira",1
"421210 Palmitos",8
"421220 Papanduva",13
"421225 Passo de Torres",15
"421230 Paulo Lopes",20
"421240 Pedras Grandes",3
"421250 Penha",70
"421265 Pescaria Brava",7
"421270 Petrolândia",5
"421290 Pinhalzinho",8
"421300 Pinheiro Preto",2
"421310 Piratuba",2
"421315 Planalto Alegre",2
"421320 Pomerode",9
"421330 Ponte Alta",1
"421335 Ponte Alta do Norte",2
"421340 Ponte Serrada",8
"421350 Porto Belo",35
"421360 Porto União",69
"421370 Pouso Redondo",3
"421380 Praia Grande",3
"421400 Presidente Getúlio",15
"421415 Princesa",1
"421420 Quilombo",8
"421430 Rancho Queimado",1
"421440 Rio das Antas",2
"421460 Rio do Oeste",2
"421480 Rio do Sul",43
"421470 Rio dos Cedros",8
"421490 Rio Fortuna",8
"421500 Rio Negrinho",24
"421505 Rio Rufino",3
"421507 Riqueza",2
"421510 Rodeio",14
"421520 Romelândia",1
"421530 Salete",4
"421535 Saltinho",1
"421540 Salto Veloso",2
"421545 Sangão",15
"421550 Santa Cecília",8
"421555 Santa Helena",1
"421560 Santa Rosa de Lima",3
"421565 Santa Rosa do Sul",11
"421567 Santa Terezinha",1
"421568 Santa Terezinha do Progresso",1
"421570 Santo Amaro da Imperatriz",38
"421580 São Bento do Sul",62
"421600 São Carlos",6
"421605 São Cristovão do Sul",14
"421610 São Domingos",2
"421620 São Francisco do Sul",119
"421630 São João Batista",47
"421635 São João do Itaperiú",3
"421640 São João do Sul",6
"421650 São Joaquim",13
"421660 São José",508
"421670 São José do Cedro",4
"421680 São José do Cerrito",4
"421690 São Lourenço do Oeste",10
"421700 São Ludgero",9
"421710 São Martinho",3
"421715 São Miguel da Boa Vista",3
"421720 São Miguel do Oeste",25
"421725 São Pedro de Alcântara",52
"421730 Saudades",5
"421740 Schroeder",13
"421750 Seara",6
"421755 Serra Alta",1
"421760 Siderópolis",25
"421770 Sombrio",16
"421775 Sul Brasil",1
"421780 Taió",7
"421790 Tangará",3
"421795 Tigrinhos",1
"421800 Tijucas",79
"421810 Timbé do Sul",4
"421820 Timbó",40
"421825 Timbó Grande",2
"421830 Três Barras",35
"421840 Treze de Maio",2
"421850 Treze Tílias",3
"421860 Trombudo Central",4
"421870 Tubarão",150
"421875 Tunápolis",2
"421880 Turvo",8
"421885 União do Oeste",3
"421890 Urubici",5
"421895 Urupema",2
"421900 Urussanga",23
"421915 Vargem",1
"421917 Vargem Bonita",1
"421920 Vidal Ramos",4
"421930 Videira",18
"421935 Vitor Meireles",1
"421940 Witmarsum",3
"421950 Xanxerê",42
"421960 Xavantina",2
"421970 Xaxim",39
"421985 Zortéa",2
"430003 Aceguá",1
"430005 Água Santa",6
"430010 Agudo",21
"430020 Ajuricaba",5
"430030 Alecrim",3
"430040 Alegrete",113
"430050 Alpestre",4
"430055 Alto Alegre",1
"430060 Alvorada",1399
"430063 Amaral Ferrador",2
"430064 Ametista do Sul",9
"430070 Anta Gorda",4
"430080 Antônio Prado",14
"430085 Arambaré",9
"430087 Araricá",24
"430090 Aratiba",4
"430100 Arroio do Meio",16
"430107 Arroio do Padre",1
"430105 Arroio do Sal",23
"430120 Arroio do Tigre",23
"430110 Arroio dos Ratos",143
"430130 Arroio Grande",26
"430140 Arvorezinha",15
"430150 Augusto Pestana",3
"430155 Áurea",2
"430160 Bagé",275
"430163 Balneário Pinhal",29
"430165 Barão",1
"430170 Barão de Cotegipe",8
"430175 Barão do Triunfo",7
"430185 Barra do Guarita",2
"430187 Barra do Quaraí",3
"430190 Barra do Ribeiro",58
"430192 Barra do Rio Azul",1
"430195 Barra Funda",2
"430180 Barracão",2
"430200 Barros Cassal",11
"430205 Benjamin Constant do Sul",8
"430210 Bento Gonçalves",197
"430215 Boa Vista das Missões",2
"430223 Boa Vista do Incra",3
"430230 Bom Jesus",14
"430235 Bom Princípio",15
"430240 Bom Retiro do Sul",15
"430245 Boqueirão do Leão",2
"430250 Bossoroca",3
"430258 Bozano",1
"430260 Braga",2
"430265 Brochier",1
"430270 Butiá",49
"430280 Caçapava do Sul",41
"430290 Cacequi",27
"430300 Cachoeira do Sul",240
"430310 Cachoeirinha",442
"430320 Cacique Doble",8
"430340 Caiçara",3
"430350 Camaquã",174
"430355 Camargo",4
"430360 Cambará do Sul",8
"430367 Campestre da Serra",4
"430370 Campina das Missões",4
"430380 Campinas do Sul",5
"430390 Campo Bom",83
"430400 Campo Novo",5
"430410 Campos Borges",1
"430420 Candelária",55
"430435 Candiota",6
"430440 Canela",54
"430450 Canguçu",37
"430460 Canoas",1422
"430462 Capão Bonito do Sul",1
"430463 Capão da Canoa",210
"430465 Capão do Cipó",1
"430466 Capão do Leão",42
"430468 Capela de Santana",21
"430469 Capitão",3
"430467 Capivari do Sul",5
"430471 Caraá",32
"430470 Carazinho",103
"430480 Carlos Barbosa",17
"430490 Casca",8
"430500 Catuípe",7
"430510 Caxias do Sul",1195
"430511 Centenário",3
"430512 Cerrito",3
"430513 Cerro Branco",4
"430515 Cerro Grande",1
"430517 Cerro Grande do Sul",21
"430520 Cerro Largo",12
"430530 Chapada",6
"430535 Charqueadas",809
"430537 Charrua",3
"430540 Chiapetta",3
"430544 Chuvisca",5
"430545 Cidreira",65
"430558 Colinas",3
"430560 Colorado",1
"430570 Condor",6
"430580 Constantina",8
"430587 Coronel Barros",1
"430590 Coronel Bicaco",6
"430593 Coronel Pilar",1
"430595 Cotiporã",1
"430597 Coxilha",3
"430600 Crissiumal",11
"430605 Cristal",4
"430607 Cristal do Sul",2
"430610 Cruz Alta",83
"430613 Cruzaltense",1
"430620 Cruzeiro do Sul",16
"430630 David Canabarro",2
"430632 Derrubadas",4
"430635 Dezesseis de Novembro",2
"430637 Dilermando de Aguiar",1
"430640 Dois Irmãos",18
"430645 Dois Lajeados",4
"430650 Dom Feliciano",8
"430660 Dom Pedrito",51
"430655 Dom Pedro de Alcântara",2
"430670 Dona Francisca",1
"430673 Doutor Maurício Cardoso",1
"430675 Doutor Ricardo",1
"430676 Eldorado do Sul",161
"430680 Encantado",38
"430690 Encruzilhada do Sul",39
"430692 Engenho Velho",2
"430695 Entre Rios do Sul",3
"430693 Entre-Ijuís",6
"430700 Erechim",146
"430720 Erval Grande",4
"430730 Erval Seco",3
"430740 Esmeralda",3
"430745 Esperança do Sul",4
"430750 Espumoso",29
"430755 Estação",2
"430760 Estância Velha",87
"430770 Esteio",381
"430780 Estrela",62
"430781 Estrela Velha",4
"430783 Eugênio de Castro",6
"430790 Farroupilha",83
"430800 Faxinal do Soturno",7
"430805 Faxinalzinho",3
"430807 Fazenda Vilanova",6
"430810 Feliz",9
"430820 Flores da Cunha",11
"430830 Fontoura Xavier",7
"430840 Formigueiro",13
"430843 Forquetinha",1
"430845 Fortaleza dos Valos",2
"430850 Frederico Westphalen",44
"430860 Garibaldi",29
"430865 Garruchos",2
"430870 Gaurama",11
"430880 General Câmara",8
"430885 Gentil",5
"430890 Getúlio Vargas",11
"430900 Giruá",9
"430905 Glorinha",18
"430910 Gramado",28
"430912 Gramado dos Loureiros",2
"430915 Gramado Xavier",1
"430920 Gravataí",951
"430930 Guaíba",340
"430940 Guaporé",54
"430950 Guarani das Missões",5
"430955 Harmonia",4
"430710 Herval",7
"430957 Herveiras",2
"430960 Horizontina",9
"430965 Hulha Negra",4
"430975 Ibarama",12
"430980 Ibiaçá",1
"430990 Ibiraiaras",1
"430995 Ibirapuitã",8
"431000 Ibirubá",14
"431010 Igrejinha",56
"431020 Ijuí",115
"431030 Ilópolis",4
"431033 Imbé",53
"431036 Imigrante",1
"431040 Independência",4
"431043 Ipê",4
"431046 Ipiranga do Sul",2
"431050 Iraí",16
"431053 Itaara",4
"431055 Itacurubi",3
"431057 Itapuca",1
"431060 Itaqui",50
"431065 Itati",1
"431070 Itatiba do Sul",2
"431080 Ivoti",20
"431085 Jaboticaba",3
"431087 Jacuizinho",1
"431090 Jacutinga",3
"431100 Jaguarão",64
"431110 Jaguari",6
"431112 Jaquirana",2
"431113 Jari",5
"431115 Jóia",2
"431120 Júlio de Castilhos",23
"431123 Lagoa Bonita do Sul",5
"431127 Lagoa dos Três Cantos",1
"431130 Lagoa Vermelha",36
"431125 Lagoão",5
"431140 Lajeado",224
"431142 Lajeado do Bugre",9
"431150 Lavras do Sul",4
"431160 Liberato Salzano",13
"431162 Lindolfo Collor",5
"431164 Linha Nova",1
"431171 Maçambará",6
"431170 Machadinho",7
"431173 Mampituba",4
"431175 Manoel Viana",6
"431177 Maquiné",8
"431179 Maratá",2
"431180 Marau",67
"431190 Marcelino Ramos",4
"431198 Mariana Pimentel",16
"431215 Mato Leitão",3
"431217 Mato Queimado",3
"431220 Maximiliano de Almeida",7
"431225 Minas do Leão",24
"431230 Miraguaí",4
"431235 Montauri",2
"431237 Monte Alegre dos Campos",3
"431238 Monte Belo do Sul",2
"431240 Montenegro",295
"431245 Morro Redondo",2
"431247 Morro Reuter",5
"431250 Mostardas",20
"431260 Muçum",4
"431261 Muitos Capões",5
"431262 Muliterno",1
"431265 Não-Me-Toque",24
"431267 Nicolau Vergueiro",2
"431270 Nonoai",15
"431275 Nova Alvorada",2
"431280 Nova Araçá",1
"431290 Nova Bassano",6
"431295 Nova Boa Vista",1
"431300 Nova Bréscia",6
"431303 Nova Esperança do Sul",2
"431306 Nova Hartz",23
"431308 Nova Pádua",1
"431310 Nova Palma",4
"431320 Nova Petrópolis",12
"431330 Nova Prata",26
"431335 Nova Roma do Sul",1
"431337 Nova Santa Rita",70
"431349 Novo Barreiro",2
"431339 Novo Cabrais",1
"431340 Novo Hamburgo",653
"431344 Novo Tiradentes",5
"431350 Osório",246
"431360 Paim Filho",9
"431365 Palmares do Sul",31
"431370 Palmeira das Missões",61
"431380 Palmitinho",11
"431390 Panambi",22
"431395 Pantano Grande",14
"431400 Paraí",1
"431402 Paraíso do Sul",4
"431403 Pareci Novo",4
"431405 Parobé",84
"431406 Passa Sete",2
"431407 Passo do Sobrado",2
"431410 Passo Fundo",591
"431415 Paverama",7
"431420 Pedro Osório",11
"431430 Pejuçara",1
"431440 Pelotas",1239
"431442 Picada Café",5
"431446 Pinhal da Serra",6
"431447 Pinhal Grande",4
"431449 Pinheirinho do Vale",8
"431450 Pinheiro Machado",17
"431454 Pinto Bandeira",1
"431460 Piratini",27
"431470 Planalto",6
"431477 Pontão",1
"431480 Portão",41
"431490 Porto Alegre",9687
"431500 Porto Lucena",1
"431510 Porto Xavier",10
"431513 Pouso Novo",2
"431514 Presidente Lucena",3
"431515 Progresso",9
"431520 Putinga",3
"431530 Quaraí",15
"431532 Quevedos",2
"431535 Quinze de Novembro",3
"431540 Redentora",9
"431545 Relvado",2
"431550 Restinga Seca",24
"431555 Rio dos Índios",7
"431560 Rio Grande",1201
"431570 Rio Pardo",50
"431575 Riozinho",5
"431580 Roca Sales",12
"431590 Rodeio Bonito",6
"431595 Rolador",2
"431600 Rolante",31
"431610 Ronda Alta",6
"431620 Rondinha",7
"431630 Roque Gonzales",6
"431640 Rosário do Sul",83
"431642 Sagrada Família",3
"431643 Saldanha Marinho",1
"431645 Salto do Jacuí",8
"431647 Salvador das Missões",2
"431650 Salvador do Sul",3
"431660 Sananduva",9
"431710 Sant'Ana do Livramento",110
"431670 Santa Bárbara do Sul",4
"431673 Santa Cecília do Sul",1
"431675 Santa Clara do Sul",4
"431680 Santa Cruz do Sul",338
"431697 Santa Margarida do Sul",2
"431690 Santa Maria",677
"431695 Santa Maria do Herval",14
"431720 Santa Rosa",49
"431725 Santa Tereza",1
"431730 Santa Vitória do Palmar",75
"431700 Santana da Boa Vista",7
"431740 Santiago",68
"431750 Santo Ângelo",107
"431760 Santo Antônio da Patrulha",89
"431770 Santo Antônio das Missões",13
"431780 Santo Augusto",7
"431790 Santo Cristo",4
"431795 Santo Expedito do Sul",1
"431800 São Borja",131
"431805 São Domingos do Sul",4
"431810 São Francisco de Assis",21
"431820 São Francisco de Paula",34
"431830 São Gabriel",84
"431840 São Jerônimo",65
"431842 São João da Urtiga",1
"431843 São João do Polêsine",4
"431844 São Jorge",3
"431845 São José das Missões",1
"431846 São José do Herval",4
"431848 São José do Hortêncio",4
"431850 São José do Norte",69
"431860 São José do Ouro",2
"431861 São José do Sul",2
"431862 São José dos Ausentes",5
"431870 São Leopoldo",772
"431880 São Lourenço do Sul",87
"431890 São Luiz Gonzaga",52
"431900 São Marcos",48
"431910 São Martinho",5
"431912 São Martinho da Serra",1
"431915 São Miguel das Missões",2
"431920 São Nicolau",3
"431930 São Paulo das Missões",1
"431935 São Pedro da Serra",1
"431936 São Pedro das Missões",4
"431937 São Pedro do Butiá",1
"431940 São Pedro do Sul",13
"431950 São Sebastião do Caí",52
"431960 São Sepé",28
"431971 São Valentim do Sul",2
"431973 São Valério do Sul",3
"431975 São Vendelino",1
"431980 São Vicente do Sul",5
"431990 Sapiranga",144
"432000 Sapucaia do Sul",599
"432010 Sarandi",33
"432020 Seberi",8
"432026 Segredo",17
"432030 Selbach",2
"432032 Senador Salgado Filho",1
"432035 Sentinela do Sul",11
"432040 Serafina Corrêa",24
"432045 Sério",2
"432050 Sertão",4
"432055 Sertão Santana",12
"432057 Sete de Setembro",1
"432060 Severiano de Almeida",5
"432065 Silveira Martins",1
"432067 Sinimbu",2
"432070 Sobradinho",38
"432080 Soledade",70
"432085 Tabaí",14
"432090 Tapejara",27
"432100 Tapera",11
"432110 Tapes",48
"432120 Taquara",133
"432130 Taquari",43
"432135 Tavares",8
"432140 Tenente Portela",10
"432143 Terra de Areia",7
"432145 Teutônia",33
"432146 Tio Hugo",3
"432147 Tiradentes do Sul",3
"432150 Torres",140
"432160 Tramandaí",161
"432166 Três Cachoeiras",19
"432170 Três Coroas",21
"432180 Três de Maio",5
"432183 Três Forquilhas",1
"432185 Três Palmeiras",2
"432190 Três Passos",22
"432195 Trindade do Sul",2
"432200 Triunfo",58
"432210 Tucunduva",4
"432215 Tunas",1
"432218 Tupanci do Sul",4
"432220 Tupanciretã",20
"432230 Tuparendi",3
"432232 Turuçu",7
"432235 União da Serra",2
"432240 Uruguaiana",359
"432250 Vacaria",157
"432253 Vale do Sol",12
"432254 Vale Real",2
"432252 Vale Verde",12
"432255 Vanini",3
"432260 Venâncio Aires",175
"432270 Vera Cruz",37
"432280 Veranópolis",24
"432290 Viadutos",5
"432300 Viamão",1165
"432320 Victor Graeff",1
"432330 Vila Flores",2
"432335 Vila Lângaro",1
"432340 Vila Maria",3
"432345 Vila Nova do Sul",3
"432350 Vista Alegre",1
"432370 Vista Gaúcha",1
"432375 Vitória das Missões",3
"432377 Westfalia",2
"432380 Xangri-lá",45
"500020 Água Clara",28
"500025 Alcinópolis",13
"500060 Amambai",198
"500070 Anastácio",72
"500080 Anaurilândia",5
"500085 Angélica",9
"500090 Antônio João",10
"500100 Aparecida do Taboado",24
"500110 Aquidauana",144
"500124 Aral Moreira",18
"500150 Bandeirantes",5
"500190 Bataguassu",28
"500200 Batayporã",8
"500210 Bela Vista",48
"500215 Bodoquena",3
"500220 Bonito",33
"500230 Brasilândia",11
"500240 Caarapó",78
"500260 Camapuã",19
"500270 Campo Grande",2224
"500280 Caracol",6
"500290 Cassilândia",16
"500295 Chapadão do Sul",14
"500310 Corguinho",8
"500315 Coronel Sapucaia",76
"500320 Corumbá",434
"500325 Costa Rica",25
"500330 Coxim",58
"500345 Deodápolis",8
"500348 Dois Irmãos do Buriti",32
"500350 Douradina",9
"500370 Dourados",751
"500375 Eldorado",25
"500380 Fátima do Sul",31
"500390 Figueirão",5
"500400 Glória de Dourados",9
"500410 Guia Lopes da Laguna",14
"500430 Iguatemi",32
"500440 Inocência",10
"500450 Itaporã",29
"500460 Itaquiraí",19
"500470 Ivinhema",34
"500480 Japorã",32
"500490 Jaraguari",7
"500500 Jardim",99
"500510 Jateí",8
"500515 Juti",9
"500520 Ladário",61
"500525 Laguna Carapã",7
"500540 Maracaju",46
"500560 Miranda",69
"500568 Mundo Novo",24
"500570 Naviraí",112
"500580 Nioaque",16
"500600 Nova Alvorada do Sul",25
"500620 Nova Andradina",72
"500625 Novo Horizonte do Sul",5
"500630 Paranaíba",96
"500635 Paranhos",49
"500640 Pedro Gomes",8
"500660 Ponta Porã",139
"500690 Porto Murtinho",27
"500710 Ribas do Rio Pardo",50
"500720 Rio Brilhante",53
"500730 Rio Negro",6
"500740 Rio Verde de Mato Grosso",33
"500750 Rochedo",9
"500769 São Gabriel do Oeste",31
"500780 Selvíria",11
"500770 Sete Quedas",11
"500790 Sidrolândia",41
"500793 Sonora",24
"500795 Tacuru",38
"500797 Taquarussu",1
"500800 Terenos",28
"500830 Três Lagoas",263
"500840 Vicentina",7
"510010 Acorizal",5
"510020 Água Boa",38
"510025 Alta Floresta",103
"510030 Alto Araguaia",9
"510035 Alto Boa Vista",5
"510040 Alto Garças",2
"510050 Alto Paraguai",7
"510060 Alto Taquari",8
"510080 Apiacás",23
"510100 Araguaiana",1
"510125 Araputanga",31
"510130 Arenápolis",11
"510140 Aripuanã",17
"510160 Barão de Melgaço",10
"510170 Barra do Bugres",87
"510180 Barra do Garças",167
"510185 Bom Jesus do Araguaia",15
"510190 Brasnorte",30
"510250 Cáceres",179
"510260 Campinápolis",369
"510263 Campo Novo do Parecis",61
"510267 Campo Verde",41
"510268 Campos de Júlio",11
"510269 Canabrava do Norte",2
"510270 Canarana",26
"510279 Carlinda",7
"510285 Castanheira",7
"510300 Chapada dos Guimarães",35
"510305 Cláudia",4
"510310 Cocalinho",4
"510320 Colíder",29
"510325 Colniza",13
"510330 Comodoro",34
"510335 Confresa",19
"510336 Conquista D'Oeste",4
"510337 Cotriguaçu",7
"510340 Cuiabá",2360
"510343 Curvelândia",10
"510345 Denise",2
"510350 Diamantino",20
"510360 Dom Aquino",6
"510370 Feliz Natal",14
"510380 Figueirópolis D'Oeste",5
"510385 Gaúcha do Norte",11
"510390 General Carneiro",9
"510395 Glória D'Oeste",4
"510410 Guarantã do Norte",81
"510420 Guiratinga",6
"510450 Indiavaí",1
"510452 Ipiranga do Norte",3
"510454 Itanhangá",2
"510455 Itaúba",5
"510460 Itiquira",6
"510480 Jaciara",36
"510490 Jangada",10
"510500 Jauru",10
"510510 Juara",36
"510515 Juína",44
"510517 Juruena",10
"510520 Juscimeira",12
"510523 Lambari D'Oeste",9
"510525 Lucas do Rio Verde",85
"510530 Luciara",3
"510558 Marcelândia",17
"510560 Matupá",12
"510562 Mirassol d'Oeste",34
"510590 Nobres",29
"510600 Nortelândia",8
"510610 Nossa Senhora do Livramento",23
"510615 Nova Bandeirantes",15
"510620 Nova Brasilândia",3
"510621 Nova Canaã do Norte",12
"510618 Nova Lacerda",14
"510885 Nova Marilândia",2
"510890 Nova Maringá",3
"510895 Nova Monte Verde",4
"510622 Nova Mutum",52
"510617 Nova Nazaré",13
"510623 Nova Olímpia",21
"510619 Nova Santa Helena",2
"510624 Nova Ubiratã",18
"510625 Nova Xavantina",31
"510627 Novo Horizonte do Norte",7
"510626 Novo Mundo",24
"510631 Novo Santo Antônio",4
"510628 Novo São Joaquim",7
"510629 Paranaíta",18
"510630 Paranatinga",43
"510637 Pedra Preta",22
"510642 Peixoto de Azevedo",142
"510645 Planalto da Serra",2
"510650 Poconé",108
"510665 Pontal do Araguaia",6
"510670 Ponte Branca",3
"510675 Pontes e Lacerda",88
"510677 Porto Alegre do Norte",1
"510680 Porto dos Gaúchos",2
"510682 Porto Esperidião",16
"510685 Porto Estrela",7
"510700 Poxoréo",18
"510704 Primavera do Leste",70
"510706 Querência",11
"510715 Reserva do Cabaçal",3
"510718 Ribeirão Cascalheira",17
"510720 Rio Branco",6
"510757 Rondolândia",5
"510760 Rondonópolis",446
"510770 Rosário Oeste",24
"510775 Salto do Céu",1
"510724 Santa Carmem",7
"510774 Santa Cruz do Xingu",7
"510776 Santa Rita do Trivelato",3
"510777 Santa Terezinha",19
"510779 Santo Antônio do Leste",5
"510780 Santo Antônio do Leverger",34
"510785 São Félix do Araguaia",11
"510729 São José do Povo",3
"510730 São José do Rio Claro",27
"510735 São José do Xingu",7
"510710 São José dos Quatro Marcos",20
"510740 São Pedro da Cipa",9
"510787 Sapezal",47
"510790 Sinop",165
"510792 Sorriso",102
"510794 Tabaporã",5
"510795 Tangará da Serra",124
"510800 Tapurah",13
"510805 Terra Nova do Norte",5
"510810 Tesouro",1
"510820 Torixoréu",3
"510830 União do Sul",2
"510835 Vale de São Domingos",2
"510840 Várzea Grande",939
"510850 Vera",10
"510550 Vila Bela da Santíssima Trindade",46
"510860 Vila Rica",14
"520005 Abadia de Goiás",14
"520010 Abadiânia",10
"520013 Acreúna",13
"520025 Águas Lindas de Goiás",161
"520030 Alexânia",15
"520055 Alto Horizonte",6
"520060 Alto Paraíso de Goiás",13
"520080 Alvorada do Norte",6
"520082 Amaralina",2
"520085 Americano do Brasil",2
"520110 Anápolis",248
"520130 Anicuns",5
"520140 Aparecida de Goiânia",1060
"520145 Aparecida do Rio Doce",4
"520150 Aporé",1
"520160 Araçu",1
"520170 Aragarças",36
"520180 Aragoiânia",11
"520215 Araguapaz",2
"520235 Arenópolis",1
"520250 Aruanã",10
"520260 Aurilândia",4
"520280 Avelinópolis",4
"520320 Barro Alto",2
"520330 Bela Vista de Goiás",29
"520340 Bom Jardim de Goiás",3
"520350 Bom Jesus de Goiás",8
"520355 Bonfinópolis",12
"520357 Bonópolis",1
"520360 Brazabrantes",2
"520380 Britânia",6
"520390 Buriti Alegre",1
"520396 Buritinópolis",1
"520400 Cabeceiras",10
"520410 Cachoeira Alta",3
"520425 Cachoeira Dourada",5
"520430 Caçu",3
"520440 Caiapônia",4
"520450 Caldas Novas",57
"520455 Caldazinha",4
"520460 Campestre de Goiás",2
"520465 Campinaçu",3
"520470 Campinorte",15
"520485 Campo Limpo de Goiás",12
