"cidade","hepatites"
"431975 São Vendelino",2
"431980 São Vicente do Sul",1
"431990 Sapiranga",97
"432000 Sapucaia do Sul",364
"432010 Sarandi",63
"432020 Seberi",19
"432026 Segredo",1
"432030 Selbach",9
"432032 Senador Salgado Filho",2
"432035 Sentinela do Sul",11
"432040 Serafina Corrêa",43
"432050 Sertão",14
"432055 Sertão Santana",6
"432057 Sete de Setembro",7
"432060 Severiano de Almeida",6
"432065 Silveira Martins",1
"432067 Sinimbu",2
"432070 Sobradinho",3
"432080 Soledade",50
"432085 Tabaí",2
"432090 Tapejara",58
"432100 Tapera",13
"432110 Tapes",31
"432120 Taquara",118
"432130 Taquari",23
"432132 Taquaruçu do Sul",24
"432135 Tavares",6
"432140 Tenente Portela",26
"432143 Terra de Areia",15
"432145 Teutônia",65
"432146 Tio Hugo",3
"432147 Tiradentes do Sul",13
"432149 Toropi",1
"432150 Torres",139
"432160 Tramandaí",211
"432162 Travesseiro",2
"432163 Três Arroios",3
"432166 Três Cachoeiras",22
"432170 Três Coroas",41
"432180 Três de Maio",48
"432183 Três Forquilhas",3
"432185 Três Palmeiras",10
"432190 Três Passos",16
"432195 Trindade do Sul",10
"432200 Triunfo",38
"432210 Tucunduva",10
"432215 Tunas",2
"432220 Tupanciretã",15
"432225 Tupandi",4
"432230 Tuparendi",4
"432235 União da Serra",1
"432237 Unistalda",1
"432240 Uruguaiana",289
"432250 Vacaria",122
"432253 Vale do Sol",3
"432254 Vale Real",5
"432252 Vale Verde",3
"432255 Vanini",4
"432260 Venâncio Aires",108
"432270 Vera Cruz",26
"432280 Veranópolis",50
"432285 Vespasiano Correa",4
"432290 Viadutos",3
"432300 Viamão",765
"432310 Vicente Dutra",3
"432320 Victor Graeff",6
"432330 Vila Flores",4
"432335 Vila Lângaro",5
"432340 Vila Maria",3
"432345 Vila Nova do Sul",3
"432360 Vista Alegre do Prata",2
"432370 Vista Gaúcha",9
"432375 Vitória das Missões",1
"432377 Westfalia",2
"432380 Xangri-lá",36
"500020 Água Clara",6
"500025 Alcinópolis",5
"500060 Amambai",12
"500070 Anastácio",12
"500080 Anaurilândia",1
"500085 Angélica",3
"500090 Antônio João",4
"500100 Aparecida do Taboado",3
"500110 Aquidauana",13
"500124 Aral Moreira",3
"500150 Bandeirantes",5
"500190 Bataguassu",9
"500200 Batayporã",2
"500210 Bela Vista",6
"500215 Bodoquena",1
"500220 Bonito",2
"500230 Brasilândia",5
"500240 Caarapó",12
"500260 Camapuã",10
"500270 Campo Grande",512
"500290 Cassilândia",7
"500295 Chapadão do Sul",16
"500310 Corguinho",1
"500315 Coronel Sapucaia",5
"500320 Corumbá",32
"500325 Costa Rica",18
"500330 Coxim",11
"500345 Deodápolis",1
"500348 Dois Irmãos do Buriti",1
"500350 Douradina",2
"500370 Dourados",124
"500375 Eldorado",1
"500380 Fátima do Sul",8
"500400 Glória de Dourados",7
"500410 Guia Lopes da Laguna",2
"500430 Iguatemi",12
"500440 Inocência",3
"500450 Itaporã",13
"500460 Itaquiraí",5
"500470 Ivinhema",21
"500490 Jaraguari",1
"500500 Jardim",2
"500510 Jateí",3
"500515 Juti",4
"500520 Ladário",4
"500525 Laguna Carapã",1
"500540 Maracaju",18
"500560 Miranda",9
"500568 Mundo Novo",7
"500570 Naviraí",35
"500580 Nioaque",4
"500600 Nova Alvorada do Sul",6
"500620 Nova Andradina",16
"500625 Novo Horizonte do Sul",6
"500627 Paraíso das Águas",1
"500630 Paranaíba",14
"500635 Paranhos",8
"500640 Pedro Gomes",5
"500660 Ponta Porã",19
"500690 Porto Murtinho",5
"500710 Ribas do Rio Pardo",6
"500720 Rio Brilhante",33
"500730 Rio Negro",1
"500740 Rio Verde de Mato Grosso",14
"500769 São Gabriel do Oeste",15
"500780 Selvíria",6
"500770 Sete Quedas",5
"500790 Sidrolândia",13
"500793 Sonora",11
"500795 Tacuru",2
"500797 Taquarussu",4
"500800 Terenos",2
"500830 Três Lagoas",70
"500840 Vicentina",1
"510010 Acorizal",2
"510020 Água Boa",11
"510025 Alta Floresta",85
"510030 Alto Araguaia",8
"510040 Alto Garças",11
"510050 Alto Paraguai",3
"510060 Alto Taquari",3
"510080 Apiacás",9
"510100 Araguaiana",2
"510125 Araputanga",15
"510130 Arenápolis",5
"510140 Aripuanã",23
"510160 Barão de Melgaço",3
"510170 Barra do Bugres",45
"510180 Barra do Garças",53
"510185 Bom Jesus do Araguaia",3
"510190 Brasnorte",12
"510250 Cáceres",70
"510260 Campinápolis",4
"510263 Campo Novo do Parecis",26
"510267 Campo Verde",42
"510268 Campos de Júlio",13
"510269 Canabrava do Norte",2
"510270 Canarana",18
"510279 Carlinda",6
"510285 Castanheira",9
"510300 Chapada dos Guimarães",10
"510305 Cláudia",25
"510310 Cocalinho",1
"510320 Colíder",62
"510325 Colniza",17
"510330 Comodoro",19
"510335 Confresa",46
"510337 Cotriguaçu",16
"510340 Cuiabá",629
"510343 Curvelândia",3
"510345 Denise",2
"510350 Diamantino",14
"510360 Dom Aquino",4
"510370 Feliz Natal",8
"510380 Figueirópolis D'Oeste",4
"510385 Gaúcha do Norte",2
"510390 General Carneiro",3
"510395 Glória D'Oeste",1
"510410 Guarantã do Norte",94
"510420 Guiratinga",9
"510450 Indiavaí",1
"510452 Ipiranga do Norte",4
"510454 Itanhangá",6
"510455 Itaúba",9
"510460 Itiquira",2
"510480 Jaciara",12
"510490 Jangada",3
"510500 Jauru",4
"510510 Juara",36
"510515 Juína",84
"510517 Juruena",18
"510520 Juscimeira",3
"510523 Lambari D'Oeste",11
"510525 Lucas do Rio Verde",150
"510530 Luciara",1
"510558 Marcelândia",17
"510560 Matupá",27
"510562 Mirassol d'Oeste",37
"510590 Nobres",4
"510600 Nortelândia",4
"510610 Nossa Senhora do Livramento",5
"510615 Nova Bandeirantes",3
"510621 Nova Canaã do Norte",4
"510880 Nova Guarita",5
"510618 Nova Lacerda",3
"510885 Nova Marilândia",1
"510890 Nova Maringá",3
"510895 Nova Monte Verde",7
"510622 Nova Mutum",84
"510623 Nova Olímpia",5
"510619 Nova Santa Helena",18
"510624 Nova Ubiratã",11
"510625 Nova Xavantina",4
"510627 Novo Horizonte do Norte",5
"510626 Novo Mundo",9
"510631 Novo Santo Antônio",1
"510628 Novo São Joaquim",4
"510629 Paranaíta",28
"510630 Paranatinga",12
"510637 Pedra Preta",8
"510642 Peixoto de Azevedo",67
"510650 Poconé",5
"510665 Pontal do Araguaia",1
"510670 Ponte Branca",1
"510675 Pontes e Lacerda",24
"510677 Porto Alegre do Norte",4
"510680 Porto dos Gaúchos",6
"510682 Porto Esperidião",2
"510700 Poxoréo",8
"510704 Primavera do Leste",73
"510706 Querência",11
"510715 Reserva do Cabaçal",1
"510718 Ribeirão Cascalheira",4
"510757 Rondolândia",3
"510760 Rondonópolis",315
"510770 Rosário Oeste",10
"510724 Santa Carmem",4
"510774 Santa Cruz do Xingu",1
"510777 Santa Terezinha",8
"510726 Santo Afonso",1
"510779 Santo Antônio do Leste",5
"510780 Santo Antônio do Leverger",6
"510785 São Félix do Araguaia",3
"510729 São José do Povo",1
"510730 São José do Rio Claro",12
"510735 São José do Xingu",4
"510710 São José dos Quatro Marcos",8
"510740 São Pedro da Cipa",3
"510787 Sapezal",10
"510788 Serra Nova Dourada",2
"510790 Sinop",300
"510792 Sorriso",146
"510794 Tabaporã",9
"510795 Tangará da Serra",142
"510800 Tapurah",18
"510805 Terra Nova do Norte",8
"510810 Tesouro",2
"510820 Torixoréu",4
"510830 União do Sul",13
"510835 Vale de São Domingos",3
"510840 Várzea Grande",111
"510850 Vera",11
"510550 Vila Bela da Santíssima Trindade",30
"510860 Vila Rica",8
"510000 Município ignorado - MT",1
"520005 Abadia de Goiás",10
"520010 Abadiânia",2
"520013 Acreúna",5
"520015 Adelândia",2
"520025 Águas Lindas de Goiás",55
"520030 Alexânia",11
"520050 Aloândia",1
"520055 Alto Horizonte",4
"520060 Alto Paraíso de Goiás",7
"520080 Alvorada do Norte",1
"520085 Americano do Brasil",1
"520090 Amorinópolis",1
"520110 Anápolis",237
"520130 Anicuns",3
"520140 Aparecida de Goiânia",462
"520150 Aporé",3
"520160 Araçu",2
"520170 Aragarças",6
"520180 Aragoiânia",6
"520215 Araguapaz",3
"520235 Arenópolis",2
"520250 Aruanã",2
"520260 Aurilândia",1
"520310 Baliza",1
"520320 Barro Alto",1
"520330 Bela Vista de Goiás",9
"520340 Bom Jardim de Goiás",2
"520350 Bom Jesus de Goiás",3
"520355 Bonfinópolis",7
"520357 Bonópolis",4
"520360 Brazabrantes",2
"520380 Britânia",3
"520390 Buriti Alegre",2
"520400 Cabeceiras",2
"520410 Cachoeira Alta",6
"520420 Cachoeira de Goiás",1
"520425 Cachoeira Dourada",3
"520430 Caçu",2
"520440 Caiapônia",3
"520450 Caldas Novas",65
"520455 Caldazinha",5
"520470 Campinorte",4
"520480 Campo Alegre de Goiás",1
"520485 Campo Limpo de Goiás",2
"520490 Campos Belos",4
"520495 Campos Verdes",2
"520500 Carmo do Rio Verde",1
"520505 Castelândia",3
"520510 Catalão",8
"520520 Caturaí",2
"520530 Cavalcante",8
"520540 Ceres",1
"520545 Cezarina",1
"520547 Chapadão do Céu",11
"520549 Cidade Ocidental",19
"520551 Cocalzinho de Goiás",4
"520552 Colinas do Sul",1
"520580 Corumbá de Goiás",12
"520590 Corumbaíba",3
"520620 Cristalina",12
"520640 Crixás",7
"520680 Damolândia",1
"520725 Doverlândia",5
"520735 Edealina",5
"520740 Edéia",1
"520753 Faina",2
"520760 Fazenda Nova",2
"520780 Firminópolis",1
"520790 Flores de Goiás",7
"520800 Formosa",58
"520840 Goianápolis",2
"520850 Goiandira",1
"520860 Goianésia",29
"520870 Goiânia",815
"520880 Goianira",31
"520890 Goiás",11
"520910 Goiatuba",27
"520915 Gouvelândia",2
"520920 Guapó",3
"520960 Heitoraí",2
"520970 Hidrolândia",12
"520980 Hidrolina",2
"520990 Iaciara",1
"520995 Indiara",4
"521000 Inhumas",18
"521010 Ipameri",6
"521020 Iporá",19
"521030 Israelândia",1
"521040 Itaberaí",4
"521090 Itapaci",11
"521100 Itapirapuã",3
"521120 Itapuranga",1
"521130 Itarumã",2
"521140 Itauçu",1
"521150 Itumbiara",79
"521160 Ivolândia",2
"521180 Jaraguá",12
"521190 Jataí",32
"521220 Jussara",4
"521225 Lagoa Santa",1
"521230 Leopoldo de Bulhões",3
"521250 Luziânia",63
"521270 Mambaí",3
"521280 Mara Rosa",2
"521300 Maurilândia",3
"521308 Minaçu",12
"521310 Mineiros",60
"521350 Monte Alegre de Goiás",3
"521370 Montes Claros de Goiás",3
"521380 Morrinhos",66
"521400 Mozarlândia",1
"521405 Mundo Novo",1
"521440 Nazário",2
"521450 Nerópolis",8
"521460 Niquelândia",10
"521480 Nova Aurora",2
"521483 Nova Crixás",2
"521487 Nova Iguaçu de Goiás",1
"521500 Nova Veneza",5
"521520 Novo Brasil",2
"521523 Novo Gama",24
"521530 Orizona",7
"521540 Ouro Verde de Goiás",2
"521560 Padre Bernardo",5
"521565 Palestina de Goiás",3
"521570 Palmeiras de Goiás",4
"521580 Palmelo",1
"521630 Paranaiguara",1
"521640 Paraúna",3
"521645 Perolândia",1
"521690 Pilar de Goiás",1
"521710 Piracanjuba",7
"521720 Piranhas",3
"521730 Pirenópolis",22
"521740 Pires do Rio",22
"521760 Planaltina",57
"521770 Pontalina",8
"521800 Porangatu",8
"521805 Porteirão",1
"521810 Portelândia",1
"521830 Posse",6
"521850 Quirinópolis",2
"521860 Rialma",1
"521870 Rianápolis",3
"521878 Rio Quente",1
"521880 Rio Verde",83
"521890 Rubiataba",4
"521900 Sanclerlândia",3
"521910 Santa Bárbara de Goiás",2
"521925 Santa Fé de Goiás",7
"521930 Santa Helena de Goiás",5
"521970 Santa Terezinha de Goiás",1
"521973 Santo Antônio de Goiás",5
"521975 Santo Antônio do Descoberto",21
"521990 São Francisco de Goiás",1
"522000 São João d'Aliança",2
"522005 São João da Paraúna",4
"522010 São Luís de Montes Belos",11
"522020 São Miguel do Araguaia",11
"522040 São Simão",6
"522045 Senador Canedo",79
"522050 Serranópolis",3
"522060 Silvânia",5
"522119 Terezópolis de Goiás",1
"522140 Trindade",87
"522150 Turvânia",2
"522157 Uirapuru",1
"522160 Uruaçu",39
"522170 Uruana",2
"522185 Valparaíso de Goiás",64
"522190 Varjão",2
"522200 Vianópolis",3
"522205 Vicentinópolis",1
"522220 Vila Boa",3
"522230 Vila Propício",2
"530010 Brasília",1763
"000000 Ignorado ou exterior",26
